Dataset,Normalization,Resample,accuracy,balanced_accuracy,auroc,log_loss
DodgerLoopDay,quantile_uniform,Resample_0,0.5125,0.5082417582417582,0.7156800487878474,17.571281027194612
DodgerLoopDay,quantile_uniform,Resample_1,0.4375,0.4418573490002061,0.6772926766629004,20.274555031378394
DodgerLoopDay,quantile_uniform,Resample_2,0.5,0.4742578849721707,0.7124780412823892,18.021826694558577
DodgerLoopDay,quantile_uniform,Resample_3,0.5125,0.5180977752406324,0.717979180320436,17.571281027194612
DodgerLoopDay,quantile_uniform,Resample_4,0.3875,0.37637362637362637,0.6483900828339123,22.07673770083425
DodgerLoopDay,quantile_uniform,Resample_5,0.5125,0.5060657596371881,0.7164528251978325,17.571281027194612
DodgerLoopDay,quantile_uniform,Resample_6,0.55,0.5098284068872304,0.7454086755551066,16.219644025102717
DodgerLoopDay,quantile_uniform,Resample_7,0.5,0.4864207221350078,0.7106746579993436,18.021826694558577
DodgerLoopDay,quantile_uniform,Resample_8,0.5375,0.5640359640359641,0.7277346119645458,16.670189692466682
DodgerLoopDay,quantile_uniform,Resample_9,0.4,0.44631083202511773,0.6412030755314337,21.62619203347029
DodgerLoopDay,quantile_uniform,Resample_10,0.45,0.46269444840873414,0.6800136223643687,19.824009364014433
DodgerLoopDay,quantile_uniform,Resample_11,0.45,0.4377432091717806,0.6801779251019623,19.824009364014433
DodgerLoopDay,quantile_uniform,Resample_12,0.4875,0.5055222555222556,0.7003425916555551,18.472372361922538
DodgerLoopDay,quantile_uniform,Resample_13,0.5125,0.47290626040626044,0.720803117733229,17.571281027194612
DodgerLoopDay,quantile_uniform,Resample_14,0.4625,0.421989121989122,0.6917390736036714,19.373463696650468
DodgerLoopDay,quantile_uniform,Resample_15,0.5,0.4981851481851482,0.7077197134531945,18.021826694558577
DodgerLoopDay,quantile_uniform,Resample_16,0.45,0.46369741369741374,0.677516531236302,19.824009364014433
DodgerLoopDay,quantile_uniform,Resample_17,0.4625,0.4735312306740878,0.6918242912425399,19.373463696650468
DodgerLoopDay,quantile_uniform,Resample_18,0.525,0.5147741147741147,0.7255767263811136,17.120735359830647
DodgerLoopDay,quantile_uniform,Resample_19,0.5,0.5097402597402597,0.7130320189421809,18.021826694558577
DodgerLoopDay,quantile_uniform,Resample_20,0.4875,0.47823842823842827,0.7017080745341616,18.472372361922538
DodgerLoopDay,quantile_uniform,Resample_21,0.525,0.5331668331668331,0.7225781032724576,17.120735359830647
DodgerLoopDay,quantile_uniform,Resample_22,0.5,0.4928961389487706,0.7141653819153261,18.021826694558577
DodgerLoopDay,quantile_uniform,Resample_23,0.4875,0.4827708006279435,0.7021232885915273,18.472372361922538
DodgerLoopDay,quantile_uniform,Resample_24,0.55,0.5287157287157286,0.74222789379806,16.219644025102717
DodgerLoopDay,quantile_uniform,Resample_25,0.525,0.5307081807081807,0.727031799767335,17.120735359830647
DodgerLoopDay,quantile_uniform,Resample_26,0.45,0.5255979314802844,0.6918726090367882,19.824009364014433
DodgerLoopDay,quantile_uniform,Resample_27,0.5,0.5124478695907267,0.7042780447259889,18.021826694558577
DodgerLoopDay,quantile_uniform,Resample_28,0.475,0.47792386185243324,0.6926533426565104,18.922918029286503
DodgerLoopDay,quantile_uniform,Resample_29,0.4875,0.5126326054897484,0.6991068335404401,18.472372361922538
GesturePebbleZ1,quantile_uniform,Resample_0,0.8081395348837209,0.8025396641477008,0.885649697313831,6.915352103725965
GesturePebbleZ1,quantile_uniform,Resample_1,0.8953488372093024,0.8970900023889153,0.9375163418461605,3.772010238395981
GesturePebbleZ1,quantile_uniform,Resample_2,0.9127906976744186,0.9060185185185187,0.9480933740825447,3.1433418653299845
GesturePebbleZ1,quantile_uniform,Resample_3,0.9709302325581395,0.9699296310519429,0.9828370090000793,1.0477806217766616
GesturePebbleZ1,quantile_uniform,Resample_4,0.9127906976744186,0.916301205923458,0.9477442203621083,3.1433418653299845
GesturePebbleZ1,quantile_uniform,Resample_5,0.936046511627907,0.9341439205955336,0.9615428792975323,2.305117367908655
GesturePebbleZ1,quantile_uniform,Resample_6,0.8953488372093024,0.9024842417500927,0.9373886578148791,3.772010238395981
GesturePebbleZ1,quantile_uniform,Resample_7,0.9302325581395349,0.9302134646962233,0.958089843686614,2.5146734922639875
GesturePebbleZ1,quantile_uniform,Resample_8,0.9127906976744186,0.911508715062991,0.9481844912795497,3.1433418653299845
GesturePebbleZ1,quantile_uniform,Resample_9,0.9011627906976745,0.9026067323481116,0.9407762607051888,3.5624541140406487
GesturePebbleZ1,quantile_uniform,Resample_10,0.9302325581395349,0.9286354258768051,0.9582992427735568,2.5146734922639875
GesturePebbleZ1,quantile_uniform,Resample_11,0.8953488372093024,0.8978669107979455,0.9391115654065294,3.772010238395981
GesturePebbleZ1,quantile_uniform,Resample_12,0.8837209302325582,0.8920056373804002,0.9300890867820834,4.191122487106646
GesturePebbleZ1,quantile_uniform,Resample_13,0.9418604651162791,0.9409865623946083,0.9652042409306592,2.095561243553323
GesturePebbleZ1,quantile_uniform,Resample_14,0.9069767441860465,0.9073932877158685,0.9443076130193221,3.352897989685317
GesturePebbleZ1,quantile_uniform,Resample_15,0.8837209302325582,0.8879937718487194,0.9304557647175097,4.191122487106646
GesturePebbleZ1,quantile_uniform,Resample_16,0.9069767441860465,0.9058390365002683,0.9446327658777248,3.352897989685317
GesturePebbleZ1,quantile_uniform,Resample_17,0.9011627906976745,0.9056309122975789,0.9420586316454967,3.5624541140406487
GesturePebbleZ1,quantile_uniform,Resample_18,0.9186046511627907,0.9163481012372743,0.9518991582827954,2.933785740974652
GesturePebbleZ1,quantile_uniform,Resample_19,0.9244186046511628,0.9267676767676768,0.9554924682029953,2.72422961661932
GesturePebbleZ1,quantile_uniform,Resample_20,0.8837209302325582,0.8887582723789622,0.9310426956831067,4.191122487106646
GesturePebbleZ1,quantile_uniform,Resample_21,0.936046511627907,0.9346960319374112,0.9619627351846032,2.305117367908655
GesturePebbleZ1,quantile_uniform,Resample_22,0.8953488372093024,0.9089354132457581,0.9379360978625684,3.772010238395981
GesturePebbleZ1,quantile_uniform,Resample_23,0.9244186046511628,0.9253361992945326,0.9548327320243298,2.72422961661932
