Dataset,Normalization,Resample,accuracy,balanced_accuracy,auroc,log_loss
DodgerLoopDay,mean_normalization,Resample_0,0.5,0.4974691974691975,0.7080921206899374,18.021826694558577
DodgerLoopDay,mean_normalization,Resample_1,0.325,0.3058544629973201,0.6097810236210144,24.32946603765408
DodgerLoopDay,mean_normalization,Resample_2,0.375,0.338126159554731,0.6378184014053578,22.52728336819822
DodgerLoopDay,mean_normalization,Resample_3,0.3625,0.36760303188874616,0.6296118494260201,22.977829035562184
DodgerLoopDay,mean_normalization,Resample_4,0.375,0.3690809190809191,0.6343006751278691,22.52728336819822
DodgerLoopDay,mean_normalization,Resample_5,0.3875,0.41332635618349906,0.6510829108527239,22.07673770083425
DodgerLoopDay,mean_normalization,Resample_6,0.3875,0.35252002899061724,0.6469529129091895,22.07673770083425
DodgerLoopDay,mean_normalization,Resample_7,0.4375,0.43745857317285886,0.6761903905407596,20.274555031378394
DodgerLoopDay,mean_normalization,Resample_8,0.4,0.4372960372960373,0.6518864524124197,21.62619203347029
DodgerLoopDay,mean_normalization,Resample_9,0.3125,0.3827315541601256,0.5920901983588551,24.78001170501804
DodgerLoopDay,mean_normalization,Resample_10,0.4,0.4131689738832596,0.6502840938353592,21.62619203347029
DodgerLoopDay,mean_normalization,Resample_11,0.45,0.4319918177061034,0.6802280241929821,19.824009364014433
DodgerLoopDay,mean_normalization,Resample_12,0.4,0.4245976245976246,0.6497544457725026,21.62619203347029
DodgerLoopDay,mean_normalization,Resample_13,0.4625,0.42663170163170167,0.6889422444815836,19.373463696650468
DodgerLoopDay,mean_normalization,Resample_14,0.425,0.3894633144633145,0.6680162961942216,20.72510069874236
DodgerLoopDay,mean_normalization,Resample_15,0.4125,0.40586080586080586,0.6550920043552788,21.175646366106328
DodgerLoopDay,mean_normalization,Resample_16,0.3375,0.3539349539349539,0.6124533924575403,23.87892037029011
DodgerLoopDay,mean_normalization,Resample_17,0.4375,0.42776747062461357,0.6743723208818126,20.274555031378394
DodgerLoopDay,mean_normalization,Resample_18,0.45,0.44279609279609283,0.6812489952886767,19.824009364014433
DodgerLoopDay,mean_normalization,Resample_19,0.3375,0.36103380746237895,0.6238353585506492,23.87892037029011
DodgerLoopDay,mean_normalization,Resample_20,0.4625,0.4478854478854479,0.6865818877843155,19.373463696650468
DodgerLoopDay,mean_normalization,Resample_21,0.45,0.46323676323676327,0.6798430209202435,19.824009364014433
DodgerLoopDay,mean_normalization,Resample_22,0.5,0.49744860402755137,0.7116592767793287,18.021826694558577
DodgerLoopDay,mean_normalization,Resample_23,0.375,0.37909471480900053,0.6320696712444478,22.52728336819822
DodgerLoopDay,mean_normalization,Resample_24,0.425,0.408286951144094,0.6669785581241141,20.72510069874236
DodgerLoopDay,mean_normalization,Resample_25,0.475,0.47063492063492063,0.6969902415777843,18.922918029286503
DodgerLoopDay,mean_normalization,Resample_26,0.425,0.48916900093370685,0.6690010523729255,20.72510069874236
DodgerLoopDay,mean_normalization,Resample_27,0.4125,0.42696985554128414,0.6558718820305863,21.175646366106328
DodgerLoopDay,mean_normalization,Resample_28,0.5375,0.5128750218035932,0.731170965099345,16.670189692466682
DodgerLoopDay,mean_normalization,Resample_29,0.375,0.3945269016697588,0.6332776292759555,22.52728336819822
GesturePebbleZ1,mean_normalization,Resample_0,0.7267441860465116,0.7216004543064702,0.8364127476013021,9.849137844700618
